contenido,tipo
"Gracias a los dos goles deAgustín Dávila, Uruguayse puso arriba en el marcador por 2-1 sobre Ecuador en el Sudamericano Sub 20. Los charrúas vien...",deporte-total
"Independiente ofreció la última vez seis millones de euros por Christian Cueva. El Krasnodar rechazó la propuesta, pero el peruano le habría hech...",deporte-total
"Tras el duelo entre Palmeiras y Red Bull Brasil por el Torneo Paulista, Luiz Felipe Scolari brindó conferencia de prensa. Sin embargo, no la pudo...",deporte-total
"Raúl Ruidíaz tiene como sueño actuar por primera vez en el fútbol europeo. Sin embargo, ningún equipo de dicho continente le ha hecho saber un in...",deporte-total
Diversos medios de España e Italia dan cuenta de un posible movimiento del Barcelona porKevin Prince Boateng. El díscolo futbolista llegaría cedi...,deporte-total
Neymar se cansó de los rumores creados por gente malintencionada. El crack del PSG aseguró que no es ningún drogadicto ni mucho menos un sujeto q...,deporte-total
El diagnóstico final de la lesión de OusmaneDembélé reveló que padece un esguince de tobillo de primer grado. El extremo francés se perderá parti...,deporte-total
Serena Williams se impuso a la tenista rumana en los octavos de final del Australian Open en un encuentro de casi dos horas,deporte-total
"Con goles de Villalba y Jourdan,Libertadno pudo ante Sol de Américapor la primera fecha del Torneo Apertura de Paraguay",deporte-total
"Con dos goles de Roberto Ordóñez y uno de Carlos Garcés, Delfínvenció aNacionalpor la ida de la primera fase de la Copa Libertadores",deporte-total
"Delfín vs. Nacional de Paraguay: por Copa Libertadores 2019| Con doblete de Roberto Ordóñez y tanto de Carlos Garcés, elDelfín SC de Ecuador gole...",deporte-total
"Diego Maradona se unió a los mensajes que imploran por la aparición del futbolista argentino del Cardiff, Emiliano Sala",deporte-total
"El futbolista de la Juventus de Turín se mostró contento en su lujoso avión en un día que, en opinión de Gary Lineker, no hay espacio para la fel...",deporte-total
"Perú cayó por primera vez en el Sudamericano Sub 20. La Blanquirroja sucumbió ante un aguerrido Paraguay, por la tercera jornada del certamen int...",deporte-total
EN VIVO Perú vs. Paraguay EN DIRECTO ONLINEpor elSudamericano Sub 20 en Talca. | Un golazo de Braian Ojeda decretó el triunfo guaraní sobre la se...,deporte-total
"Perú realizó una fría presentación contra Paraguay. Los guaraníes, finalmente, terminaron llevándose la victoria gracias a un golazo de larga dis...",deporte-total
Argentina perdió ante Ecuador por 1-0 en el Sudamericano Sub'20 de Chile y complica sus intenciones de clasificar al hexagonal final del torneo.,deporte-total
"A través de su portal oficial, Universitario de Deportes rechazó la medida tomada por la Comisión de Licencias de la FPF la cual, asegura, es ""de...",deporte-total
"Perú inició con el pie izquierdo su encuentro contra Paraguay, por la tercera fecha del Sudamericano Sub 20. Los guaraníes se pusieron en ventaja...",deporte-total
El delantero ecuatoriano Roberto Ordóñez anotó el 1-0 en el cotejo entre Delfín SC vs. Nacional de Asunción por el duelo de ida por la primera fa...,deporte-total
"Emiliano Sala le envió un audio de WhAtsapp a un grupo de amigos, en donde explicaba que tenía bastante miedo por el estado del avión. ""Parece qu...",deporte-total
"Ecuador sorprendió a Argentinay quedó cerca de la clasificación al hexagonal final delSudamericano Sub 20. En tanto, la Albiceleste sigue sin gan...",deporte-total
"Perú vs. Paraguay se miden por la tercera fecha del Sudamericano Sub 20 Chile 2019. En los primeros minutos del partido, la Blanquirroja padeció ...",deporte-total
Argentina no pudo frente a Ecuadoren la fecha 3 del Sudamericano Sub 20. La Albiceleste solo suma un punto en el Grupo B del torneo que se juega ...,deporte-total
"El poderoso club parisino recibió este martes una dura multa, luego de descubrirse que utilizaba criterios étnicos al momento de fichar",deporte-total
"Perú se mide ante Paraguay por la tercera fecha del Grupo B del Sudamericano Sub 20 Chile 2019. Previo al inicio del cotejo, el himno nacional de...",deporte-total
Los equipos portuguesesjugaron este martes por las semifinales de la Copa de la Liga,deporte-total
La selección peruana Sub 20 choca ante Paraguay este martes (EN VIVO ONLINE vía Movistar Deportes / Latina) por la segunda jornada del Grupo B de...,deporte-total
"En elEcuador vs. Argentina, por la fecha 2 del Grupo B del Sudamericano Sub 20,Alexander Alvarado abrió el marcador con un potente remate de dere...",deporte-total
Luis Suárez resaltó las cualidades de Paolo Guerrero y Jefferson Farfán. También reconoció que el nivel de la selección peruana va en ascenso,deporte-total
El Mincu desplegó más de120 arqueólogos y expertos en conservación para cumplir la tarea. El Dakar 2019 terminó siendo un éxito en nuestro país,deporte-total
"Lucas Paquetá, en su tercer encuentro con el Milan, dejó una gran jugada que se ha convertido en viral en YouTube",deporte-total
"El ex futbolistarecibió un mensaje del uruguayo, estrella de Barcelona. El video es viral de YouTube",deporte-total
Cristian Benavente se dirige a Egipto para pasar evaluaciones médicas y firmar su vínculo conPyramids FC. En Sporting Charleroi aseguraron que el...,deporte-total
"El futbolista argentino Emiliano Sala se encuentra desaparecido desde hace más de un día, luego de que se perdiera rastro de su aeronave cerca al...",deporte-total
"Cristian Benavente logró alcanzar los 100 partidos con el Sporting Charleroi. En la presente temporada, además, había registrado diez anotaciones",deporte-total
"“Lo de Cueva ha sido un balón pateado a las tribunas, un error de definición como si estuviera mano a mano frente a un golero rival”",deporte-total
"El ex jugador brilló en los torneos juveniles, pero se apagó en la selección mayor. Él cuenta el motivo de su bajo rendimiento",deporte-total
"Pyramids FC, segundo en la Liga de Egipto, ha anunciado la incorporación de Cristian Benavente con un video que resalta sus mejores jugadas tanto...",deporte-total
El entrenador de la selección nacionalestará presente en el Perú vs. Paraguay de la tercera jornada deltorneo juvenil,deporte-total
Perú vs. Paraguay juegan EN VIVO y EN DIRECTO desde Talca por la tercera fecha del Sudamericano Sub 20. Conoce a qué hora y en qué canales ver fú...,deporte-total
Cristian Benavente ha sorprendido a todos al abandonar Europa para irse a un equipo recién fundado de Egipto. El 'Chaval' seguirá su carrera en e...,deporte-total
El delantero argentino está desaparecido: la avioneta en la que viajaba a Reino Unido perdió contacto,deporte-total
Universitario de Deportes realizó su última práctica previo al amistoso ante Universidad de Chile. El equipo de Nicolás Córdova está listo para s...,deporte-total
La desaparición del avión en el que viajabaEmiliano Sala ha conmocionado al mundo del fútbol. Pep Guardiola se refirió al hecho en conferencia de...,deporte-total
"A pesar de que Christian Cueva desea irse de Rusia, todavía sigue siendo requerido por Krasnodar. Carlos Zambrano, por su lado, ha empezado a sum...",deporte-total
"""Estoy sin palabras, mi hijo es todo"", agregó. ""Ojalá todo salga bien"", expresó el padre de Emiliano Sala",deporte-total
La Federación Peruana de Fútbol (FPP) recibió una carta de FIFA para dirigirse a los familiares de los cinco adolescentes que perdieron la vida e...,deporte-total
El defensor español salió en camilla durante el partido que ganaron los 'gunners' ante Chelsea por la Premier League,deporte-total
La Comisión de Licencias de la FPF emitió una resolución para confirmar castigo de equipo merengue,deporte-total
"El futbolista se convirtió flamante fichaje del Cardiff City y estaba viajando para allá, desde Francia, cuando su avioneta perdió contacto",deporte-total
Kevin Prince Boateng se ha convertido en nuevo jugador del Barcelona. El delantero alabó a Lionel Messi en la primer contacto oficial,deporte-total
"Cristiano Ronaldo no cumplirá la pena impuesta de 23 meses de prisión. El futbolista fue condenado por eludir el pago de 5,7 millones de euros a ...",deporte-total
"En un magnífico partido,Real Madrid venció 2-0 al Sevillacon goles de Casemiro y Modric. Los memes tras la victoria de los blancos no se hicieron...",deporte-total
"Rafael Nadal, número 2 mundial, jugará semifinales delAustralian Open 2019 con el griego Stefanos Tsitsipas, sensación del torneo tras eliminar a...",deporte-total
"Lakerscayeron en casa ante losWarriorspor la NBAen elStaples Center de Los Angeles, California. Con un Thompson y Durant demoledores",deporte-total
Cruz Azulse impuso por 2-1 anteAlebrijes porla tercera jornada del Grupo 05 de la Copa MX. Domínguez y Méndez anotaron los goles de la victoria d...,deporte-total
Juniorno pudo anteTolima y cayó 2-1por la primera final de la Superliga de Colombia. El encuentro se dio en el estadio Metropolitano,deporte-total
River Platecayó 2-1 anteUnión de Santa Fepor la Superliga Argentina en el estadio Monumental,deporte-total
"River Platecayó 2-1 frente a Unión de Santa Feen el Estadio Monumental, por la fecha 12 de laSuperliga Argentina",deporte-total
"Luego de la lluvia de críticas que recibió por marcharse a la liga de Egipto, Cristian Benavente sale al frente y aclara varios puntos",deporte-total
Real Garcilaso no pudo como visitante ante el Deportivo La Guaira y cayó 1 a 0 en su debut en la Copa Libertadores 2019.,deporte-total
Instituto de Córdobaganó 2-0 aRacing de Nueva Italiaen el Estadio Mario Alberto Kempes de la ciudad de Córdoba por la Copa de Verano,deporte-total
El entrenador argentino se puso a patear tiros al arco con el ariete sueco. El resultado se hizo viral en YouTube,deporte-total
Juan Carlos Azócar apareció en elReal Garcilaso vs. La Guaira por la primera fase de la Copa Libertadores,deporte-total
Bolívar de Bolivia no pudo de local y perdió 4-2 anteDefensor Sportingpor la ida de la primera fase de la Copa Libertadores,deporte-total
Real Garcilaso perdió en su visita a Deportivo La Guaira y se jugará la vida en Cusco. Te contamos las posibilidades de los celestes en la Copa L...,deporte-total
Real Garcilaso vs. Deportivo La Guaira ya deben pensar en el choque de revancha que se jugará en una semana. Te contamos todo para que no te pier...,deporte-total
Real Garcilaso no tuvo un debut positivo en laCopa Libertadoresy perdióante La Guaira en elestadio Olímpico de la UCV de Caracas,deporte-total
"En el partido de River Plate vs. Unión de Santa Fe, a los 37', Franco Fragapane convirtió el 1-0 gracias a un disparo con mucha clase desde el pu...",deporte-total
"Chilelogró su primera victoria este miércoles, luego de vencer 1-0 aBrasil por la cuarta jornada del Grupo A del Sudamericano Sub 20. El duelo se...",deporte-total
"Universitario jugó su primer amistoso oficial frente a la Universidad de Chile, en el EstadioEster Roa Rebolledo. El cuadro crema perdió 2-1 y ah...",deporte-total
U de Chile vs. Universitariose enfrentaronun partido amistoso. El 'Romántico Viajero' ganó 2-1 gracias a los goles deBenegas y Jimmy Martínez,deporte-total
VER AQUÍ EN VIVO Chile vs. Brasil EN DIRECTO: | El único tanto de Iván Morales a lso 41' le dio la gran victoria a la 'Rojita' frente a la selecc...,deporte-total
Jimmy Martínez marcó el 2-1 para la U de Chile sobre Universitario en el encuentro amistoso jugado en el Estadio Ester Roa Rebolledo,deporte-total
"Este miércoles, Frenkie De Jong fue confirmado como nuevo refuerzo de Barcelona. El ex Ajax es el jugador holandés más caro en la historia",deporte-total
"Mediante una alianza con MBP School of Coaches, el máximo ente del fútbol nacional presentó Futec, un nuevo sistema educativo para directores téc...",deporte-total
Cristian Souza yDanilo Carando erraron en el Real Garcilaso vs. La Guaira y no pudieron concretar el 1-0 para el cuadro nacional. El duelo se jug...,deporte-total
"En la presentación del encuentro amistoso entre Universitario vs. U. de Chile, la televisión sureña los nombró de la siguiente manera",deporte-total
"Sevilla sacó ventaja de la ausencia de Lionel Messi, al vencer el miércoles 2-0 al Barcelona en el juego de ida de los cuartos de final de la Cop...",deporte-total
El atacante de la Universidad de Chile no perdonó ante el blooper que cometió José Carvallo y anotó el empate ante Universitario de Deportes,deporte-total
"En el partido entre Universitario vs. U. de Chile,Alejandro Hohberg recibió la tarjeta roja tras una fuerte falta sobreMatías Rodríguez",deporte-total
Iván Morales Bravo se encargó de anotar el 1-0 en el Chile vs. Brasil por el Grupo A del Sudamericano Sub 20,deporte-total
"Barcelonano pudo anteSevilla enla ida de cuartos de final de la Copa del Rey. Kevin-Prince Boateng, flamante refuerzo culé, fue titular. Mientras...",deporte-total
"Barcelona vs.Sevilla: el conjunto culé, sin Lionel Messi, no pudo en elEstadio Ramón Sánchez-Pizjuán, por la ida de los cuartos de final de la Co...",deporte-total
Neymar se marchó llorando luego de que se lesionara en el mismo tobillo en el que se operó la temporada pasada. En el PSG se encuentran preocupad...,deporte-total
"En el Barcelona vs. Sevilla, por la ida de los cuartos de final de la Copa del Rey, el francés Wissam Ben Yedder anotó el 2-0 en el segundo tiemp...",deporte-total
"Bolivia vs. Venezuelajuegan hoy desde las 3:20 pm. por la cuarta fecha del Sudamericano Sub 20 enel estadio El Teniente, de Rancagua",deporte-total
Manchester City se impuso por 1-0 sobre Burton Albion en el encuentro de vuelta de las semifinales de la Carabao Cup. El autor del único gol fue ...,deporte-total
"Venezuela jugó contraBoliviaenel estadio El Teniente de Rancagua,por el Grupo A del Sudamericano Sub 20",deporte-total
El equipo francés venció 2-0 y clasificó a los octavos de final de la Copa de Francia.El duelo se llevó a cabo en el Parque de los Príncipes,deporte-total
"En elBarcelona vs. Sevilla, por la ida de los cuartos de final de la Copa del Rey, Pablo Sarabia abrió el marcador en el complemento tras una sen...",deporte-total
"En el partido entre Resende vs. Flamengo por el Campeonato Carioca, a los 22', Miguel Trauco brindó una gran asistencia para el golazo de Henriqu...",deporte-total
"Universitario de Deportes jugará este 23 de enero ante la U de Chile por un duelo amistoso en el país sureño. En redes sociales, se compartió un ...",deporte-total
"Venezuela juega ante Bolivia en el estadio El Teniente de Rancagua, por el Grupo A del Sudamericano Sub 20",deporte-total
Universitario de Deportes se enfrentará hoy (5:30 p.m.) ante la U de Chile y este es el once del cuadro crema para el duelo amistoso,deporte-total
Gonzalo Higuaín emprenderá una nueva aventura en el exterior. El 'Pipita' es el nuevo '9' del Chelsea hasta final de la temporada 2018-19,deporte-total
Liverpool y Bayern Múnich están enfrascados en fichar a esta joven figura del Chelsea que se ha negado a renovar contrato con los 'Blues',deporte-total
El Congreso de la República realizó homenaje a pilotos peruanos que compitieron en el Dakar 2019,deporte-total
"A través de la plataforma de YouTube, Cristian Benavente aprovechó la oportunidad para agradecerle a Sporting Charleroi por todo el apoyo brindad...",deporte-total
"Real Garcilaso se encuentra en Venezuela para el duelo frente a La Guaira por Copa Libertadores. Sin embargo, ante las manifestaciones, el encuen...",deporte-total
"Pensando en la siguiente temporada, el presidente del Real Madrid buscaría fichar a más de un galáctico. A pesar de los rumores que señalan a Ney...",deporte-total
"Cristiano Ronaldo deberá pagar una fuerte multa por los fraudes fiscales cometidos en España. Esa situación, por otro lado, ha puesto en peligro ...",deporte-total
"El díscolo goleador italiano no ha anotado un solo gol en la temporada, pero aun así fue traspasado a uno de los elencos más importantes de Franc...",deporte-total
En el verano del 2002 cuando el entrenador sacó de las canchas de fulbito a un chico que llamaba su atención por el carácter corajudo que tenía y...,deporte-total
"James Rodríguez está a préstamo en Bayern Múnich hasta final de la temporada. Frente a los rumores sobre su futuro, el padre adoptivo del colombi...",deporte-total
"El entrenador de Alianza Lima también indicó que “la opción de traer un refuerzo está abierta""",deporte-total
El Barcelona ha asegurado a un futbolista juvenil polivalente que dará que hablar en España. La directiva blaugrana desembolsó más 75 millones de...,deporte-total
"Gonzalo Godoy, el defensor más querido de Alianza Lima en los últimos tiempos, ha confirmado su deseo de ser peruano. Su naturalización es más qu...",deporte-total
"El ex futbolista criticó el funcionamiento del equipo que dirige Daniel Ahmed, que recientemente cayó 1-0 frente a Paraguay",deporte-total
"El defensor incaico Percy Prado compartió gratos momentos con Emiliano Sala. Al enterarse de su desaparición, ha pedido que todos recen para enco...",deporte-total
Conmebol anunció detalles de la segunda etapa para adquirir las entradas a todos los partidos de la Copa América 2019,deporte-total
Cristiano Ronaldo ha recibido cientos de críticas por publicar una fotografía donde se luce viajando en un avión. El hecho coincide con el accide...,deporte-total
El delantero argentino está desaparecido luego de que su vuelo perdiera contacto en el Canal de la Mancha,deporte-total
"Los medios de comunicación de Egipto informaron la contratación de Cristian Benavente en Pyramids FC. La BBC, en versión África, por ejemplo, rec...",deporte-total
“Los futbolistas profesionales llevan más de un siglo mentándose la madre bajo la idea de que es un código de cancha”,deporte-total
"Miguel Trauco ha tomado la determinación de continuar en Flamengo, pese a que la competencia por el puesto será difícil. ""Este año voy a tener má...",deporte-total
"Hinchas compartieron capturas de pantalla de su último tuit. ""Resolución 2019: es la hora de estar en contacto, de verdad""",deporte-total
"Beto da Silva salió de la banca de suplentes en el minuto 79' durante el encuentro entre Lobos BUAP y Veracruz, por la tercera fecha de la Copa M...",deporte-total
"Stefano Sorrentino, portero de 39 que actúa en el Chievo Verona, explicó que observó en YouTube los lanzamientos de penal de Cristiano Ronaldo. E...",deporte-total
"Barcelona ha puesto la mira en el joven holandésFrenkie De Jong. De acuerdo con la prensa europea, los catalanes están dispuestos a ficharlo por ...",deporte-total
Gonzalo Higuaín deberá pasar los respectivos exámenes médicos con el Chelsea en las próximas horas. El entrenador Maurizio Sarri ha confirmado el...,deporte-total
Perú se midió ante Paraguay por la tercera fecha del Grupo B del Sudamericano Sub 20 Chile 2019. El entrenador de la selección mayor estuvo prese...,deporte-total
"El tenista serbio enfrentará en la siguiente ronda al francés Lucas Pouille (26), que venció en la otra semifinal al canadiense Milos Raonic (16)",deporte-total
Karolina Pliskova resultó vencedora tras una remontada épica en un partido que duró más dos horas y diez minutos y que lo tenía prácticamente per...,deporte-total
Los goles de Quintero y Ayala condenaron alAtlasante Leones Negrosen el Estadio Jalisco por la tercera fecha del Grupo I de la Copa MX. Descontó ...,deporte-total
Dos tantos de Diego Chávez le dieron el triunfo aVeracruzante Lobos BUAP en el Estadio Luis de la Fuente por la tercera fecha del Grupo G de la C...,deporte-total
VER y SEGUIR EN VIVOUruguay vs. Argentina Sub 20 EN DIRECTO ONLINE GRATIS: por el Sudamericano de Chile | Uruguaycayó 1-0 anteArgentinay el Grupo...,deporte-total
"En elPerú vs. Ecuador, por el Grupo B del Sudamericano Sub 20,Jordan Rezabala abrió el marcador para el 'Tri' en los primeros minutos del partido...",deporte-total
Argentina se impuso a Uruguaycon golazo de Gonzalo Maroni y quedó bien posicionado para llegar al hexagonal final delSudamericano Sub 20. En la ú...,deporte-total
Perú perdió ante Ecuador en la cuarta fecha del Grupo B delSudamericano Sub 20. Jairo Concha falló un penal cuando la selección estaba abajo 2-1....,deporte-total
"En elArgentina vs. Uruguay, por la fecha 4 del Grupo B del Sudamericano Sub 20, Gonzalo Maroni abrió el marcador en el complemento",deporte-total
El sorteo de laCopa América 2019ubicó a la selección peruana junto al anfitrión. Mientras que Argentina estará en el grupo de Colombia y Chile en...,deporte-total
"VER HOY EN VIVO Sorteo de la Copa América 2019|El Grupo A quedó conformado por Brasil, Bolivia, Venezuela y Perú. Entérate cómo quedaron las otra...",deporte-total
"Se realizó el sorteo de laCopa América Brasil 2019, en la que Perú quedó emparejado en el grupo de la selección de Neymar.Mira cómo quedaron las ...",deporte-total
Real Madrid venció 4-2 al Girona por el duelo de ida de los cuartos de final de la Copa del Rey. El duelo se dio en el Santiago Bernabéu.,deporte-total
La selección peruanadebutará ante Venezuela en la Copa América Brasil 2019. Entérate de todos los detallesdel debut de la Blanquirroja en el torn...,deporte-total
Real Madrid se impuso por 4-2 ante Girona por los cuartos de final de la Copa del Rey. Los blancos e impusieron en el duelo de ida de la serie,deporte-total
Perúfue superado porEcuadorenla cuarta jornada del Grupo B del Sudamericano Sub 20. La selección de Ahmed buscará su clasificación al hexagonal f...,deporte-total
Real Madridse impusó por 4-2 ante el Girona por el duelo de ida de laCopa del Rey. El encuentro se dioen el estadio Santiago Bernabéu,deporte-total
El entrenador de la selección peruana sub 20 destacó el coraje de sus dirigidos a pesar de la derrota ante Ecuador y aseguró que ante Argentina t...,deporte-total
"Perú complicó sus chances de acceder a la siguiente ronda del torneo, tras perder por 3-1 ante Ecuador. El gol blanquirrojo fue anotado por Oslim...",deporte-total
Eden Hazard terminó una gran jugada para poner el 2-0 a favor del Chelsea sobreTottenham enCarabao Cup,deporte-total
N'Golo Kanté marcó el 1-0 para el Chelsea sobre elTottenham en la semifinal de vuelta de la Carabao Cup,deporte-total
Fernando Llorente se anticipó a todos los defensas y marcó el descuento 2-1 paraTottenham sobre elChelsea,deporte-total
Anthony Lozano colocó el primer gol en elReal Madrid vs. Girona por una nueva fecha de la Copa del Rey,deporte-total
Lucas Vázquez apareció en elReal Madrid vs. Girona en el marco de una nueva fecha de la Copa del Rey 2019,deporte-total
Sergio Ramos se encargó de colocar el 2-1 parcial en el Real Madrid vs. Girona por cuartos de final de la Copa del Rey,deporte-total
Chelseaderrotó 2-1 alTottenhamy definieron su pase a la final de laCarabao Cup desde los doce pasos.Al final los Blues se impusieron 4-2 en la ta...,deporte-total
"La última fecha del grupo B del Sudamericano Sub 20 arrancará con el choque entre Perú vs. Argentina. Un choque clave para ambos, que luchan por ...",deporte-total
"Alianza Lima hizo oficial la llegada a préstamo de Pedro Gallese a la institución victoriana, que jugará la Copa Libertadores este año",deporte-total
Ecuador se puso 2-0 arriba en el marcador ante Perúgracias al gol deAlexander Alvarado,deporte-total
"En el Perú vs. Ecuador, por el Grupo B del Sudamericano Sub 20,Oslimg Mora anotó el gol de la Blanquirroja con una buena definición de derecha",deporte-total
Los equipos españoles se midieronen el estadio RCDE Stadium Cornellá de Barcelona,deporte-total
"El volante peruano hizo su estreno oficial con la camiseta del Pyramids FC en la liga egipcia, Premier League",deporte-total
"Mónaco dio a conocer que la suspensión se prolongará hasta que se tome una ""decisión final"" respecto al futuro deThierry Henry",deporte-total
"Zlatan Ibrahimovic también dio detalles de la charla que tuvo conGuillermo Barros Schelotto, entrenador de Los Angeles Galaxy de la MLS",deporte-total
"La selección peruana debe voltear la página del choque ante Paraguay y mentalizarse en Ecuador, contra el que decidirá su futuro en el Sudamerica...",deporte-total
LasEliminatorias Qatar 2022 arrancarán en marzo del próximo año. La selección peruana y las otros equipos también tendrá un nuevo fixture,deporte-total
El defensor fue inscrito erróneamente en la plantilla del combinado nacional de Daniel Ahmed y generó un escándalo mundial,deporte-total
"River Plate vs. Atlético Paranaense, campeones de la Copa Libertadores y la Copa Sudamericana, disputarán el título de mejor del continente. Cono...",deporte-total
"Elpreparador físico de la selección peruana, por su parte, se mostró ""sorprendido"" por la decisión que tomó el 'Chaval'",deporte-total
El atacante de 28 años está desaparecido luego de que su avión perdiera contacto en el Canal de la Mancha,deporte-total
"Paolo Guerrero usó sus redes sociales para enviar un emotivo mensaje a la selección peruana Sub 20, la cual viene disputando el Sudamericano en C...",deporte-total
Perú debe ganarle hoy (3:10 p.m.) a Ecuador en Curicó para no depender de otros resultados para clasificar al hexagonal del Sudamericano Sub 20,deporte-total
El portal de Goal aseguró que Lionel Messi será llamado por el entrenador de la selección argentina para el amistoso frente a Venezuela,deporte-total
La selección peruana Sub 20 recibió emotivo mensaje de parte de los integrantes de la mayor.El fin del mismo fue alentarlos previo al crucial enc...,deporte-total
"Miguel Trauco se juntó con Néstor Bonillo, quien se encuentra en Río de Janeiro como representante de la selección peruana en el sorteo de la Cop...",deporte-total
El presidente de Conmebol anunció que hará una propuesta para que el torneo sudamericano se jueguen a partir de marzo del 2020 y no desde octubre...,deporte-total
“La buena temporada de Cristian Benavente en Bélgica nos hacía pensar que el ex Real Madrid Castilla podría dar un salto importante”,deporte-total
Miguel Trauco arrancó como titular en el partido entre Flamengo y Resende. Desde Brasil analizaron la actuación del lateral zurdo,deporte-total
"James Rodríguez podría volver a vestir la camiseta de Real Madrid. Pero si José Mourinho regresa como DT, se opondría al retorno del colombiano",deporte-total
Comisión de Licencias aplicaría desde marzo las sanciones por incumplimientos,deporte-total
Este jueves se sortearán los grupos de la primera fase de la Copa América 2019. Conoce a los mejores jugadores de cada país,deporte-total
"Neymar, quien se retiró del campo llorando en el partido entre PSG vs. Strasbourg, se volvió a lesionar del quinto metatarsiano",deporte-total
Demanda reclamaba que Lionel Messi cumpliese con el supuesto pago acordado por su él lograba convertirse en jugador profesional del FC Barcelona,deporte-total
"El tenista español se impuso por 6-2, 6-4 y 6-0 enMelbourne y enfrentará al ganador del duelo entreNovak Djokovic y Lucas Pouille por el título d...",deporte-total
"La 17 edición de esta carrera tendrá lugar este 27 de enero y se estima la participación de 25,000 competidores de más de 80 países.",deporte-total
"La japonesa Naomi Osaka venció a la checa Karolina Pliskova en tres sets por 6-2, 4-6, 6-4. Enfrentará en la final a la checa Petra Kvitova",deporte-total
Monarcas Moreliavenció 3-1 aCorrecaminos en el Estadio Morelos por la tercera fecha del Grupo F de la Copa MX,deporte-total
Pachuca venció 2-0 a Tijuanapor la tercera jornada de la Copa MX.Los goles fueron de Francisco Figueroa al 24 y de Edwin Hernández al 41 y tambié...,deporte-total
"Américavenció 1-0 aAtlético de San Luisen el Estadio Azteca,por la tercera fecha del Grupo D de la Copa MX",deporte-total
Roberto Siucho aprovechó un buen centro deAlejandro Hohberg y puso el 1-0 para Universitario sobre la U de Chile,deporte-total
Misael Domínguez apareció en el Cruz Azul vs. Alebrijes por la jornada 3 del Grupo 5 de la Copa MX,deporte-total
"Allisson erró en salida y regaló el balón a Daniel Duarte, quien se encargó de poner el 1-0 en el Cruz Azul vs. Alebrijes por Copa MX",deporte-total
"Puebla venció 1-0 en su visita a Veracruzen el estadio Luis Pirata Fuerte,por la fecha 4 del Clausura 2019 de la Liga MX",deporte-total
San Lorenzocayó 1-0 frente aDefensa y Justiciapor la fecha 16° de la Superliga argentina en el Estadio Norberto Tito Tomaghello,deporte-total
"La NBA anunció a los 12 jugadores que serán titulares en el All Star. El 7 de febrero, los capitanes LeBron James y Giannis Antetokounmpo elegirá...",deporte-total
Colombia venció por la mínima diferencia a Chile con un gol a los 90+5' de Carlos Cuesta y clasificó al hexagonal finaldel Sudamericano Sub 20,deporte-total
Colombia venció por la mínima diferencia a Chilecon un gol a los 90+5` clasificó al hexagonal final del Sudamericano Sub 20,deporte-total
"VER EN VIVOColombia y Chile: Sudamericano Sub 20| Con gol en el minuto 90+6' de Axl Ríos, los cafeteros lograron la clasificación al hexagonal fi...",deporte-total
"Este fin de semana se disputa la tercera fecha del Mundial de Fórmula E donde compite André Lotterer, de padre peruano",deporte-total
Reconocido copiloto Ive Bromberg participó en 30 Caminos del Inca y ganó cinco veces la general. También estuvo en el Dakar cuatro veces. Será ve...,deporte-total
Brasilganó 1-0 aBoliviapor la última fecha del grupo A. Con esta victoria clasificaron al hexagonal final del Sudamericano Sub 20,deporte-total
"Brasil - Bolivia EN VIVOen el Estadio El Teniente (Rancagua) | Con un gol de penal anotado porLincoln a los 26', el 'Scratch' consiguió vencer a ...",deporte-total
Desde Argentina aseguran que Krasnodar enviará la última oferta para liberar a Christian Cuevapara que pueda fichar por Independiente de Avellane...,deporte-total
Los equipos británicos juegaron este viernes en el Emirates Stadium por la cuarta ronda de la competición,deporte-total
"Reinaldo Rueda,técnico de laselección de Chile,aseguró que un jugador japonés es estrella delTottenham. En el cuadro inglés solo estáSon Heung Mi...",deporte-total
"A los 31 minutos, el delantero chileno recibió la asistencia de Romelu Lukaku y encajó el primer gol",deporte-total
Lincoln marcó el 1-0 a favor de Brasil sobre Bolivia en la última fecha del Sudamericano Sub 20,deporte-total
"El estadio Alejandro Villanueva podría cambiar de nombre, en caso haya una propuesta interesante, según Benjamín Romero, gerente marketing de Ali...",deporte-total
La Alcaldía de Cali realizará el cuadrangular y confirmó las presencias del Atlético de Madrid de Simeone y Juventus de Cristiano Ronaldo,deporte-total
"Sin haber jugado un solo minuto en Primera División y con 18 años, el atacante no pudo estar en el torneo porque pesaba sobre él una suspensión p...",deporte-total
Estas sandalias absorben hasta un 37% más del impacto que los zapatos convencionales.,deporte-total
WWE Royal Rumble 2019 se llevará a cabo este domingo desde las 6:00 p.m. (hora peruana EN VIVO vía FOX Action) desde el Chase Field de Arizona,deporte-total
"Frenkie de Jong inició su carrera deportiva en el Willem II y fue vendido al Ajax por un euro. Tras el traspaso al Barcelona, su primer equipo re...",deporte-total
El ex portero paraguayo se pronunció en su cuenta de Twitter al enterarse del apoyo incondicional del argentino hacia el mandatario,deporte-total
Royal Rumble 2019 traerá más de una sorpresa. El megaevento de la WWE se llevará a cabo desdeChase Field de Arizona,deporte-total
El equipo del ex futbolista argentino visitaráel sábado a los Potros UAEM en busca de su primer triunfo en el torneo Clausura,deporte-total
Alianza Lima hizo oficial la lista de viajeros para el amistoso ante Barcelonay destacan las ausencias de Francisco Duclós y Rinaldo Cruzado,deporte-total
